115670.4752	124106.0664	0.77	19777	19777	355	14.3	90	9300
134941.9472	125520.8771	1.17	19777	19777	355	14.3	90	14400
154216.0030	126933.2402	1.46	19777	19777	355	14.3	90	19600
173505.2293	128322.6391	1.65	19777	19777	355	14.3	90	24800
192791.3398	129700.5754	1.72	19777	19777	355	14.3	90	30000
212092.7134	131055.9264	1.67	19777	19777	355	14.3	90	35100
231400.2319	132394.5461	1.53	19777	19777	355	14.3	90	40300
250704.7778	133722.3224	1.32	19777	19777	355	14.3	90	45500
270015.5667	135033.7798	1.05	19777	19777	355	14.3	90	50700
289335.9710	136314.0203	0.69	19777	19777	355	14.3	90	55900
114056.9354	144001.3662	1.57	19777	19777	355	14.3	90	9300
133334.3301	145433.7429	2.35	19777	19777	355	14.3	90	14400
152620.9102	146833.6257	2.88	19777	19777	355	14.3	90	19600
171909.9631	148231.3486	3.17	19777	19777	355	14.3	90	24800
191214.0916	149606.3798	3.19	19777	19777	355	14.3	90	30000
210514.9927	150970.2385	3.00	19777	19777	355	14.3	90	35100
229831.0640	152311.7857	2.66	19777	19777	355	14.3	90	40300
249144.0047	153642.5740	2.23	19777	19777	355	14.3	90	45500
268472.2141	154951.4309	1.71	19777	19777	355	14.3	90	50700
287806.5681	156244.2360	1.09	19777	19777	355	14.3	90	55900
112419.1325	163906.7247	2.98	19777	19777	355	14.3	90	9300
131715.0034	165335.8589	4.04	19777	19777	355	14.3	90	14400
151007.3495	166753.2815	4.93	19777	19777	355	14.3	90	19600
170308.7819	168138.4846	5.30	19777	19777	355	14.3	90	24800
189612.5770	169521.8160	5.11	19777	19777	355	14.3	90	30000
208931.3532	170882.7293	4.56	19777	19777	355	14.3	90	35100
228246.7914	172232.7611	3.87	19777	19777	355	14.3	90	40300
247577.3074	173560.7561	3.13	19777	19777	355	14.3	90	45500
266904.5840	174878.2839	2.35	19777	19777	355	14.3	90	50700
286247.0389	176174.1563	1.46	19777	19777	355	14.3	90	55900
110775.6688	183810.9210	4.56	19777	19777	355	14.3	90	9300
130071.6472	185247.9676	6.85	19777	19777	355	14.3	90	14400
149382.3272	186662.1053	9.01	19777	19777	355	14.3	90	19600
168689.3683	188064.8217	9.42	19777	19777	355	14.3	90	24800
188005.3976	189435.5938	8.28	19777	19777	355	14.3	90	30000
207323.6802	190804.7833	6.54	19777	19777	355	14.3	90	35100
226656.8498	192151.8293	5.23	19777	19777	355	14.3	90	40300
245986.5717	193488.2856	4.08	19777	19777	355	14.3	90	45500
265331.2792	194802.9809	2.99	19777	19777	355	14.3	90	50700
284672.6397	196107.5012	1.83	19777	19777	355	14.3	90	55900
109108.4085	203725.2584	6.15	19777	19777	355	14.3	90	9300
128422.8812	205158.8306	10.04	19777	19777	355	14.3	90	14400
147733.5093	206580.8553	13.80	19777	19777	355	14.3	90	19600
167058.7416	207980.2443	14.21	19777	19777	355	14.3	90	24800
186380.2219	209368.5031	13.04	19777	19777	355	14.3	90	30000
205710.5926	210725.0939	8.83	19777	19777	355	14.3	90	35100
225043.1080	212080.3919	6.67	19777	19777	355	14.3	90	40300
244390.4169	213413.8221	5.02	19777	19777	355	14.3	90	45500
263734.1691	214736.9549	3.60	19777	19777	355	14.3	90	50700
283092.8155	216038.6035	2.18	19777	19777	355	14.3	90	55900
107435.9901	223638.5163	7.82	19777	19777	355	14.3	90	9300
126750.5534	225079.7696	13.35	19777	19777	355	14.3	90	14400
146070.3229	226503.9251	17.07	19777	19777	355	14.3	90	19600
165404.5535	227905.5266	17.46	19777	19777	355	14.3	90	24800
184744.0813	229290.4156	16.26	19777	19777	355	14.3	90	30000
204073.9421	230655.0472	11.92	19777	19777	355	14.3	90	35100
223424.2020	232007.1260	7.97	19777	19777	355	14.3	90	40300
242770.6957	233348.7837	5.84	19777	19777	355	14.3	90	45500
262131.8901	234668.8501	4.14	19777	19777	355	14.3	90	50700
281489.4196	235978.9123	2.49	19777	19777	355	14.3	90	55900
105740.2429	243562.0010	8.10	19777	19777	355	14.3	90	9300
125064.1000	245005.1871	15.07	19777	19777	355	14.3	90	14400
144402.2296	246425.7074	18.75	19777	19777	355	14.3	90	19600
163745.4579	247829.3963	19.11	19777	19777	355	14.3	90	24800
183084.6143	249222.1207	16.26	19777	19777	355	14.3	90	30000
202438.1812	250592.7591	12.03	19777	19777	355	14.3	90	35100
221781.9676	251943.4346	8.64	19777	19777	355	14.3	90	40300
241146.0610	253281.8317	6.42	19777	19777	355	14.3	90	45500
260506.2789	254610.1009	4.57	19777	19777	355	14.3	90	50700
279881.1049	255917.0566	2.75	19777	19777	355	14.3	90	55900
104030.6123	263490.1247	8.43	19777	19777	355	14.3	90	9300
123372.9916	264929.4850	15.15	19777	19777	355	14.3	90	14400
142711.0447	266357.5432	18.77	19777	19777	355	14.3	90	19600
162063.2714	267763.2104	19.11	19777	19777	355	14.3	90	24800
181420.4910	269152.3298	16.30	19777	19777	355	14.3	90	30000
200773.5262	270530.7776	12.17	19777	19777	355	14.3	90	35100
220140.8760	271887.4156	9.04	19777	19777	355	14.3	90	40300
239498.3327	273224.3857	6.85	19777	19777	355	14.3	90	45500
258876.0047	274549.3532	4.93	19777	19777	355	14.3	90	50700
278249.6927	275864.4865	2.98	19777	19777	355	14.3	90	55900
102322.3428	283426.7482	8.58	19777	19777	355	14.3	90	9300
121659.0254	284863.9895	15.18	19777	19777	355	14.3	90	14400
141015.4567	286288.1768	18.75	19777	19777	355	14.3	90	19600
160367.4471	287701.3547	19.09	19777	19777	355	14.3	90	24800
179733.5128	289092.4169	16.29	19777	19777	355	14.3	90	30000
199095.2332	290472.8906	12.21	19777	19777	355	14.3	90	35100
218471.1239	291831.6374	9.36	19777	19777	355	14.3	90	40300
237852.0007	293174.5261	7.23	19777	19777	355	14.3	90	45500
257222.8724	294498.0426	5.28	19777	19777	355	14.3	90	50700
276613.8684	295809.8330	3.22	19777	19777	355	14.3	90	55900
100585.6807	303364.2854	8.59	19777	19777	355	14.3	90	9300
119946.6756	304806.9096	15.12	19777	19777	355	14.3	90	14400
139297.2479	306228.9524	18.67	19777	19777	355	14.3	90	19600
158667.4720	307638.2142	18.97	19777	19777	355	14.3	90	24800
178033.1413	309036.7599	16.13	19777	19777	355	14.3	90	30000
197412.7881	310413.4665	12.15	19777	19777	355	14.3	90	35100
216787.9776	311779.8783	9.77	19777	19777	355	14.3	90	40300
236177.2419	313124.8411	7.73	19777	19777	355	14.3	90	45500
255562.1499	314459.9298	5.73	19777	19777	355	14.3	90	50700
274961.2332	315773.9592	3.52	19777	19777	355	14.3	90	55900
98845.1189	323300.9607	8.43	19777	19777	355	14.3	90	9300
118206.1682	324750.6820	15.01	19777	19777	355	14.3	90	14400
137575.1404	326168.6134	18.53	19777	19777	355	14.3	90	19600
156945.1132	327585.1508	18.77	19777	19777	355	14.3	90	24800
176328.8710	328979.7354	15.77	19777	19777	355	14.3	90	30000
195707.9610	330363.8979	12.97	19777	19777	355	14.3	90	35100
215100.9312	331726.4989	10.61	19777	19777	355	14.3	90	40300
234489.3333	333079.0996	8.59	19777	19777	355	14.3	90	45500
253891.7147	334410.5299	6.48	19777	19777	355	14.3	90	50700
273289.6308	335732.3812	3.98	19777	19777	355	14.3	90	55900
97082.4027	343248.0913	7.90	19777	19777	355	14.3	90	9300
116462.0140	344693.5113	13.26	19777	19777	355	14.3	90	14400
135836.6516	346127.9567	16.76	19777	19777	355	14.3	90	19600
155219.1085	347530.8908	18.57	19777	19777	355	14.3	90	24800
174602.4548	348932.7227	17.05	19777	19777	355	14.3	90	30000
193999.4875	350312.8793	15.56	19777	19777	355	14.3	90	35100
213391.7401	351682.9083	12.32	19777	19777	355	14.3	90	40300
232797.7765	353031.6545	10.50	19777	19777	355	14.3	90	45500
252199.1344	354370.6955	8.47	19777	19777	355	14.3	90	50700
271614.3769	355688.8459	4.73	19777	19777	355	14.3	90	55900
95316.2909	363194.4514	7.26	19777	19777	355	14.3	90	9300
